"id","amascat","biscat","measure","value"
618,"lo","lo","easyverbalcorrect",8
619,"lo","hi","easyverbalcorrect",8
620,"hi","lo","easyverbalcorrect",8
621,"lo","hi","easyverbalcorrect",7
622,"hi","hi","easyverbalcorrect",3
625,"lo","lo","easyverbalcorrect",4
626,"hi","hi","easyverbalcorrect",7
627,"hi","lo","easyverbalcorrect",7
628,"hi","lo","easyverbalcorrect",6
629,"hi","hi","easyverbalcorrect",8
630,"hi","hi","easyverbalcorrect",8
631,"hi","hi","easyverbalcorrect",6
632,"hi","lo","easyverbalcorrect",5
633,"lo","hi","easyverbalcorrect",6
634,"hi","hi","easyverbalcorrect",8
635,"lo","hi","easyverbalcorrect",8
636,"hi","hi","easyverbalcorrect",8
637,"hi","lo","easyverbalcorrect",7
638,"lo","hi","easyverbalcorrect",8
640,"lo","lo","easyverbalcorrect",7
641,"lo","lo","easyverbalcorrect",8
642,"hi","hi","easyverbalcorrect",8
643,"lo","lo","easyverbalcorrect",8
644,"hi","lo","easyverbalcorrect",8
645,"lo","lo","easyverbalcorrect",8
646,"lo","lo","easyverbalcorrect",8
647,"hi","lo","easyverbalcorrect",8
648,"hi","lo","easyverbalcorrect",8
649,"hi","hi","easyverbalcorrect",8
650,"lo","lo","easyverbalcorrect",7
651,"lo","lo","easyverbalcorrect",8
652,"hi","lo","easyverbalcorrect",8
653,"lo","hi","easyverbalcorrect",8
654,"lo","hi","easyverbalcorrect",6
655,"lo","lo","easyverbalcorrect",8
602,"hi","lo","hardverbalcorrect",5
603,"hi","hi","hardverbalcorrect",7
604,"hi","hi","hardverbalcorrect",3
605,"lo","lo","hardverbalcorrect",6
606,"lo","hi","hardverbalcorrect",7
607,"hi","lo","hardverbalcorrect",3
608,"hi","lo","hardverbalcorrect",4
609,"hi","hi","hardverbalcorrect",2
610,"lo","lo","hardverbalcorrect",5
611,"lo","lo","hardverbalcorrect",5
612,"lo","lo","hardverbalcorrect",5
613,"lo","hi","hardverbalcorrect",4
614,"lo","lo","hardverbalcorrect",6
615,"lo","hi","hardverbalcorrect",6
616,"lo","lo","hardverbalcorrect",4
617,"hi","lo","hardverbalcorrect",4
618,"lo","lo","hardverbalcorrect",5
619,"lo","hi","hardverbalcorrect",5
620,"hi","lo","hardverbalcorrect",5
621,"lo","hi","hardverbalcorrect",6
622,"hi","hi","hardverbalcorrect",3
625,"lo","lo","hardverbalcorrect",4
626,"hi","hi","hardverbalcorrect",4
627,"hi","lo","hardverbalcorrect",3
628,"hi","lo","hardverbalcorrect",6
629,"hi","hi","hardverbalcorrect",7
630,"hi","hi","hardverbalcorrect",5
631,"hi","hi","hardverbalcorrect",4
632,"hi","lo","hardverbalcorrect",3
633,"lo","hi","hardverbalcorrect",3
634,"hi","hi","hardverbalcorrect",3
635,"lo","hi","hardverbalcorrect",6
636,"hi","hi","hardverbalcorrect",7
637,"hi","lo","hardverbalcorrect",6
638,"lo","hi","hardverbalcorrect",5
640,"lo","lo","hardverbalcorrect",7
641,"lo","lo","hardverbalcorrect",7
642,"hi","hi","hardverbalcorrect",5
643,"lo","lo","hardverbalcorrect",7
644,"hi","lo","hardverbalcorrect",3
645,"lo","lo","hardverbalcorrect",4
646,"lo","lo","hardverbalcorrect",6
647,"hi","lo","hardverbalcorrect",7
648,"hi","lo","hardverbalcorrect",7
649,"hi","hi","hardverbalcorrect",6
650,"lo","lo","hardverbalcorrect",6
651,"lo","lo","hardverbalcorrect",6
652,"hi","lo","hardverbalcorrect",5
653,"lo","hi","hardverbalcorrect",5
654,"lo","hi","hardverbalcorrect",3
655,"lo","lo","hardverbalcorrect",5
602,"hi","lo","mathcorrectdif",6
603,"hi","hi","mathcorrectdif",2
604,"hi","hi","mathcorrectdif",6
605,"lo","lo","mathcorrectdif",3
606,"lo","hi","mathcorrectdif",2
607,"hi","lo","mathcorrectdif",4
608,"hi","lo","mathcorrectdif",4
609,"hi","hi","mathcorrectdif",2
610,"lo","lo","mathcorrectdif",2
611,"lo","lo","mathcorrectdif",2
612,"lo","lo","mathcorrectdif",3
613,"lo","hi","mathcorrectdif",4
614,"lo","lo","mathcorrectdif",5
615,"lo","hi","mathcorrectdif",4
616,"lo","lo","mathcorrectdif",3
617,"hi","lo","mathcorrectdif",2
618,"lo","lo","mathcorrectdif",1
619,"lo","hi","mathcorrectdif",3
620,"hi","lo","mathcorrectdif",2
621,"lo","hi","mathcorrectdif",3
622,"hi","hi","mathcorrectdif",1
625,"lo","lo","mathcorrectdif",3
626,"hi","hi","mathcorrectdif",1
627,"hi","lo","mathcorrectdif",2
628,"hi","lo","mathcorrectdif",4
629,"hi","hi","mathcorrectdif",3
630,"hi","hi","mathcorrectdif",5
631,"hi","hi","mathcorrectdif",-4
632,"hi","lo","mathcorrectdif",2
633,"lo","hi","mathcorrectdif",-1
634,"hi","hi","mathcorrectdif",6
635,"lo","hi","mathcorrectdif",3
636,"hi","hi","mathcorrectdif",3
637,"hi","lo","mathcorrectdif",2
638,"lo","hi","mathcorrectdif",4
640,"lo","lo","mathcorrectdif",2
641,"lo","lo","mathcorrectdif",4
642,"hi","hi","mathcorrectdif",3
643,"lo","lo","mathcorrectdif",4
644,"hi","lo","mathcorrectdif",2
645,"lo","lo","mathcorrectdif",3
646,"lo","lo","mathcorrectdif",8
647,"hi","lo","mathcorrectdif",5
648,"hi","lo","mathcorrectdif",2
649,"hi","hi","mathcorrectdif",0
650,"lo","lo","mathcorrectdif",2
651,"lo","lo","mathcorrectdif",5
652,"hi","lo","mathcorrectdif",2
653,"lo","hi","mathcorrectdif",1
654,"lo","hi","mathcorrectdif",5
655,"lo","lo","mathcorrectdif",3
602,"hi","lo","verbalcorrectdif",3
603,"hi","hi","verbalcorrectdif",0
604,"hi","hi","verbalcorrectdif",1
605,"lo","lo","verbalcorrectdif",2
606,"lo","hi","verbalcorrectdif",1
607,"hi","lo","verbalcorrectdif",4
608,"hi","lo","verbalcorrectdif",1
609,"hi","hi","verbalcorrectdif",3
610,"lo","lo","verbalcorrectdif",0
611,"lo","lo","verbalcorrectdif",0
612,"lo","lo","verbalcorrectdif",2
613,"lo","hi","verbalcorrectdif",3
614,"lo","lo","verbalcorrectdif",1
615,"lo","hi","verbalcorrectdif",2
616,"lo","lo","verbalcorrectdif",4
617,"hi","lo","verbalcorrectdif",1
618,"lo","lo","verbalcorrectdif",3
619,"lo","hi","verbalcorrectdif",3
620,"hi","lo","verbalcorrectdif",3
621,"lo","hi","verbalcorrectdif",1
622,"hi","hi","verbalcorrectdif",0
625,"lo","lo","verbalcorrectdif",0
626,"hi","hi","verbalcorrectdif",3
627,"hi","lo","verbalcorrectdif",4
628,"hi","lo","verbalcorrectdif",0
629,"hi","hi","verbalcorrectdif",1
630,"hi","hi","verbalcorrectdif",3
631,"hi","hi","verbalcorrectdif",2
632,"hi","lo","verbalcorrectdif",2
633,"lo","hi","verbalcorrectdif",3
634,"hi","hi","verbalcorrectdif",5
635,"lo","hi","verbalcorrectdif",2
636,"hi","hi","verbalcorrectdif",1
637,"hi","lo","verbalcorrectdif",1
638,"lo","hi","verbalcorrectdif",3
640,"lo","lo","verbalcorrectdif",0
641,"lo","lo","verbalcorrectdif",1
642,"hi","hi","verbalcorrectdif",3
643,"lo","lo","verbalcorrectdif",1
644,"hi","lo","verbalcorrectdif",5
645,"lo","lo","verbalcorrectdif",4
646,"lo","lo","verbalcorrectdif",2
647,"hi","lo","verbalcorrectdif",1
648,"hi","lo","verbalcorrectdif",1
649,"hi","hi","verbalcorrectdif",2
650,"lo","lo","verbalcorrectdif",1
651,"lo","lo","verbalcorrectdif",2
652,"hi","lo","verbalcorrectdif",3
653,"lo","hi","verbalcorrectdif",3
654,"lo","hi","verbalcorrectdif",3
655,"lo","lo","verbalcorrectdif",3
602,"hi","lo","mathtimediff",1288.8
603,"hi","hi","mathtimediff",777.1625
604,"hi","hi","mathtimediff",1662.0125
605,"lo","lo","mathtimediff",770.65
606,"lo","hi","mathtimediff",2442.6125
607,"hi","lo","mathtimediff",1685.55
608,"hi","lo","mathtimediff",-637.7125
609,"hi","hi","mathtimediff",-1039.1125
610,"lo","lo","mathtimediff",1835.925
611,"lo","lo","mathtimediff",566.1375
612,"lo","lo","mathtimediff",1987.525
613,"lo","hi","mathtimediff",1302.925
614,"lo","lo","mathtimediff",2197.2
615,"lo","hi","mathtimediff",1227.6625
616,"lo","lo","mathtimediff",1825.9125
617,"hi","lo","mathtimediff",-920.025
618,"lo","lo","mathtimediff",1759.9375
619,"lo","hi","mathtimediff",1849.2
620,"hi","lo","mathtimediff",-106.125
621,"lo","hi","mathtimediff",2308.025
622,"hi","hi","mathtimediff",-870.1875
625,"lo","lo","mathtimediff",938.974999999999
626,"hi","hi","mathtimediff",-1460.025
627,"hi","lo","mathtimediff",1232.975
628,"hi","lo","mathtimediff",1578.55
629,"hi","hi","mathtimediff",817.6
630,"hi","hi","mathtimediff",464.625
631,"hi","hi","mathtimediff",-1282.425
632,"hi","lo","mathtimediff",893.35
633,"lo","hi","mathtimediff",581.725
634,"hi","hi","mathtimediff",876.075
635,"lo","hi","mathtimediff",24.6624999999999
636,"hi","hi","mathtimediff",-68.75
637,"hi","lo","mathtimediff",1570.525
638,"lo","hi","mathtimediff",1428.0125
640,"lo","lo","mathtimediff",479.6125
641,"lo","lo","mathtimediff",772.025
642,"hi","hi","mathtimediff",202.7
643,"lo","lo","mathtimediff",1970.3125
644,"hi","lo","mathtimediff",294.1375
645,"lo","lo","mathtimediff",1136.5625
646,"lo","lo","mathtimediff",1854.9875
647,"hi","lo","mathtimediff",1337.275
648,"hi","lo","mathtimediff",2480.525
649,"hi","hi","mathtimediff",-250.475
650,"lo","lo","mathtimediff",1655.3125
651,"lo","lo","mathtimediff",1166.1875
652,"hi","lo","mathtimediff",1013.5
653,"lo","hi","mathtimediff",1870
654,"lo","hi","mathtimediff",1499.1625
655,"lo","lo","mathtimediff",560.9
602,"hi","lo","verbaltimediff",1115.0875
603,"hi","hi","verbaltimediff",1127.4875
604,"hi","hi","verbaltimediff",1889.4875
605,"lo","lo","verbaltimediff",1436.3125
606,"lo","hi","verbaltimediff",1582.6125
607,"hi","lo","verbaltimediff",703.275
608,"hi","lo","verbaltimediff",1543.5875
609,"hi","hi","verbaltimediff",2427.825
610,"lo","lo","verbaltimediff",1426.85
611,"lo","lo","verbaltimediff",386.1
612,"lo","lo","verbaltimediff",1307.1625
613,"lo","hi","verbaltimediff",141.575
614,"lo","lo","verbaltimediff",2337.3875
615,"lo","hi","verbaltimediff",1573.2625
616,"lo","lo","verbaltimediff",1221.2375
617,"hi","lo","verbaltimediff",-292.3625
618,"lo","lo","verbaltimediff",1843.6
619,"lo","hi","verbaltimediff",1326.7375
620,"hi","lo","verbaltimediff",1180.575
621,"lo","hi","verbaltimediff",1289.9875
622,"hi","hi","verbaltimediff",60.4124999999999
625,"lo","lo","verbaltimediff",900.4875
626,"hi","hi","verbaltimediff",293.775
627,"hi","lo","verbaltimediff",1374.0375
628,"hi","lo","verbaltimediff",421.1
629,"hi","hi","verbaltimediff",1376.625
630,"hi","hi","verbaltimediff",1047.5125
631,"hi","hi","verbaltimediff",543.1375
632,"hi","lo","verbaltimediff",842.675
633,"lo","hi","verbaltimediff",297.25
634,"hi","hi","verbaltimediff",2770.2875
635,"lo","hi","verbaltimediff",2035.9125
636,"hi","hi","verbaltimediff",1834.9875
637,"hi","lo","verbaltimediff",1451.3125
638,"lo","hi","verbaltimediff",899.9625
640,"lo","lo","verbaltimediff",1656.7125
641,"lo","lo","verbaltimediff",1735.0625
642,"hi","hi","verbaltimediff",1693.4375
643,"lo","lo","verbaltimediff",482.325
644,"hi","lo","verbaltimediff",513.1125
645,"lo","lo","verbaltimediff",672.475
646,"lo","lo","verbaltimediff",1189.825
647,"hi","lo","verbaltimediff",1477.7875
648,"hi","lo","verbaltimediff",671.55
649,"hi","hi","verbaltimediff",1096.225
650,"lo","lo","verbaltimediff",-10.25
651,"lo","lo","verbaltimediff",993.25
652,"hi","lo","verbaltimediff",1283.375
653,"lo","hi","verbaltimediff",1032.325
654,"lo","hi","verbaltimediff",1696.2375
655,"lo","lo","verbaltimediff",1137.7875
602,"hi","lo","easycorrectdiff",0
603,"hi","hi","easycorrectdiff",1
604,"hi","hi","easycorrectdiff",-2
605,"lo","lo","easycorrectdiff",1
606,"lo","hi","easycorrectdiff",0
607,"hi","lo","easycorrectdiff",-1
608,"hi","lo","easycorrectdiff",-1
609,"hi","hi","easycorrectdiff",-1
610,"lo","lo","easycorrectdiff",-3
611,"lo","lo","easycorrectdiff",-1
612,"lo","lo","easycorrectdiff",-1
613,"lo","hi","easycorrectdiff",-1
614,"lo","lo","easycorrectdiff",-1
615,"lo","hi","easycorrectdiff",3
616,"lo","lo","easycorrectdiff",0
617,"hi","lo","easycorrectdiff",1
618,"lo","lo","easycorrectdiff",1
619,"lo","hi","easycorrectdiff",0
620,"hi","lo","easycorrectdiff",2
621,"lo","hi","easycorrectdiff",0
622,"hi","hi","easycorrectdiff",-2
625,"lo","lo","easycorrectdiff",-1
626,"hi","hi","easycorrectdiff",2
627,"hi","lo","easycorrectdiff",0
628,"hi","lo","easycorrectdiff",-1
629,"hi","hi","easycorrectdiff",1
630,"hi","hi","easycorrectdiff",1
631,"hi","hi","easycorrectdiff",5
632,"hi","lo","easycorrectdiff",-1
633,"lo","hi","easycorrectdiff",2
634,"hi","hi","easycorrectdiff",1
635,"lo","hi","easycorrectdiff",1
636,"hi","hi","easycorrectdiff",2
637,"hi","lo","easycorrectdiff",0
638,"lo","hi","easycorrectdiff",0
640,"lo","lo","easycorrectdiff",1
641,"lo","lo","easycorrectdiff",0
642,"hi","hi","easycorrectdiff",0
643,"lo","lo","easycorrectdiff",0
644,"hi","lo","easycorrectdiff",1
645,"lo","lo","easycorrectdiff",2
646,"lo","lo","easycorrectdiff",0
647,"hi","lo","easycorrectdiff",0
648,"hi","lo","easycorrectdiff",1
649,"hi","hi","easycorrectdiff",4
650,"lo","lo","easycorrectdiff",1
651,"lo","lo","easycorrectdiff",0
652,"hi","lo","easycorrectdiff",1
653,"lo","hi","easycorrectdiff",1
654,"lo","hi","easycorrectdiff",0
655,"lo","lo","easycorrectdiff",0
602,"hi","lo","hardcorrectdiff",3
603,"hi","hi","hardcorrectdiff",3
604,"hi","hi","hardcorrectdiff",3
605,"lo","lo","hardcorrectdiff",2
606,"lo","hi","hardcorrectdiff",1
607,"hi","lo","hardcorrectdiff",-1
608,"hi","lo","hardcorrectdiff",2
609,"hi","hi","hardcorrectdiff",-2
610,"lo","lo","hardcorrectdiff",-1
611,"lo","lo","hardcorrectdiff",1
612,"lo","lo","hardcorrectdiff",0
613,"lo","hi","hardcorrectdiff",0
614,"lo","lo","hardcorrectdiff",3
615,"lo","hi","hardcorrectdiff",5
616,"lo","lo","hardcorrectdiff",-1
617,"hi","lo","hardcorrectdiff",2
618,"lo","lo","hardcorrectdiff",-1
619,"lo","hi","hardcorrectdiff",0
620,"hi","lo","hardcorrectdiff",1
621,"lo","hi","hardcorrectdiff",2
622,"hi","hi","hardcorrectdiff",-1
625,"lo","lo","hardcorrectdiff",2
626,"hi","hi","hardcorrectdiff",0
627,"hi","lo","hardcorrectdiff",-2
628,"hi","lo","hardcorrectdiff",3
629,"hi","hi","hardcorrectdiff",3
630,"hi","hi","hardcorrectdiff",3
631,"hi","hi","hardcorrectdiff",-1
632,"hi","lo","hardcorrectdiff",-1
633,"lo","hi","hardcorrectdiff",-2
634,"hi","hi","hardcorrectdiff",2
635,"lo","hi","hardcorrectdiff",2
636,"hi","hi","hardcorrectdiff",4
637,"hi","lo","hardcorrectdiff",1
638,"lo","hi","hardcorrectdiff",1
640,"lo","lo","hardcorrectdiff",3
641,"lo","lo","hardcorrectdiff",3
642,"hi","hi","hardcorrectdiff",0
643,"lo","lo","hardcorrectdiff",3
644,"hi","lo","hardcorrectdiff",-2
645,"lo","lo","hardcorrectdiff",1
646,"lo","lo","hardcorrectdiff",6
647,"hi","lo","hardcorrectdiff",4
648,"hi","lo","hardcorrectdiff",2
649,"hi","hi","hardcorrectdiff",2
650,"lo","lo","hardcorrectdiff",2
651,"lo","lo","hardcorrectdiff",3
652,"hi","lo","hardcorrectdiff",0
653,"lo","hi","hardcorrectdiff",-1
654,"lo","hi","hardcorrectdiff",2
655,"lo","lo","hardcorrectdiff",0
602,"hi","lo","easytimediff",1147.3
603,"hi","hi","easytimediff",1046.575
604,"hi","hi","easytimediff",607.325
605,"lo","lo","easytimediff",1265.3125
606,"lo","hi","easytimediff",387.45
607,"hi","lo","easytimediff",455.0125
608,"hi","lo","easytimediff",2154.6625
609,"hi","hi","easytimediff",1750.95
610,"lo","lo","easytimediff",236.7625
611,"lo","lo","easytimediff",607.9375
612,"lo","lo","easytimediff",682.1875
613,"lo","hi","easytimediff",424.2375
614,"lo","lo","easytimediff",847.25
615,"lo","hi","easytimediff",904.8
616,"lo","lo","easytimediff",205.2
617,"hi","lo","easytimediff",1203.15
618,"lo","lo","easytimediff",688.825
619,"lo","hi","easytimediff",262.2375
620,"hi","lo","easytimediff",1249.375
621,"lo","hi","easytimediff",748.3
622,"hi","hi","easytimediff",2373.5125
625,"lo","lo","easytimediff",725.2
626,"hi","hi","easytimediff",1561.6875
627,"hi","lo","easytimediff",906.4875
628,"hi","lo","easytimediff",498.5125
629,"hi","hi","easytimediff",1618.375
630,"hi","hi","easytimediff",1235.4375
631,"hi","hi","easytimediff",1808.2375
632,"hi","lo","easytimediff",-751.8875
633,"lo","hi","easytimediff",1461.875
634,"hi","hi","easytimediff",2098.4875
635,"lo","hi","easytimediff",2014.5
636,"hi","hi","easytimediff",2029.05
637,"hi","lo","easytimediff",357.9
638,"lo","hi","easytimediff",1051.425
640,"lo","lo","easytimediff",1794.375
641,"lo","lo","easytimediff",509.8875
642,"hi","hi","easytimediff",1192.225
643,"lo","lo","easytimediff",526.0375
644,"hi","lo","easytimediff",932.8625
645,"lo","lo","easytimediff",-144.2
646,"lo","lo","easytimediff",357.3
647,"hi","lo","easytimediff",740.4875
648,"hi","lo","easytimediff",-109.85
649,"hi","hi","easytimediff",1938.95
650,"lo","lo","easytimediff",76.0625
651,"lo","lo","easytimediff",-343.0375
652,"hi","lo","easytimediff",789.9
653,"lo","hi","easytimediff",-15.9499999999998
654,"lo","hi","easytimediff",1502.55
655,"lo","lo","easytimediff",987.45
602,"hi","lo","hardtimediff",1321.0125
603,"hi","hi","hardtimediff",696.25
604,"hi","hi","hardtimediff",379.85
605,"lo","lo","hardtimediff",599.65
606,"lo","hi","hardtimediff",1247.45
607,"hi","lo","hardtimediff",1437.2875
608,"hi","lo","hardtimediff",-26.6375000000003
609,"hi","hi","hardtimediff",-1715.9875
610,"lo","lo","hardtimediff",645.837500000001
611,"lo","lo","hardtimediff",787.975
612,"lo","lo","hardtimediff",1362.55
613,"lo","hi","hardtimediff",1585.5875
614,"lo","lo","hardtimediff",707.0625
615,"lo","hi","hardtimediff",559.2
616,"lo","lo","hardtimediff",809.875
617,"hi","lo","hardtimediff",575.4875
618,"lo","lo","hardtimediff",605.1625
619,"lo","hi","hardtimediff",784.7
620,"hi","lo","hardtimediff",-37.3250000000003
621,"lo","hi","hardtimediff",1766.3375
622,"hi","hi","hardtimediff",1442.9125
625,"lo","lo","hardtimediff",763.6875
626,"hi","hi","hardtimediff",-192.1125
627,"hi","lo","hardtimediff",765.425
628,"hi","lo","hardtimediff",1655.9625
629,"hi","hi","hardtimediff",1059.35
630,"hi","hi","hardtimediff",652.55
631,"hi","hi","hardtimediff",-17.3249999999998
632,"hi","lo","hardtimediff",-701.2125
633,"lo","hi","hardtimediff",1746.35
634,"hi","hi","hardtimediff",204.275
635,"lo","hi","hardtimediff",3.25
636,"hi","hi","hardtimediff",125.3125
637,"hi","lo","hardtimediff",477.1125
638,"lo","hi","hardtimediff",1579.475
640,"lo","lo","hardtimediff",617.275
641,"lo","lo","hardtimediff",-453.15
642,"hi","hi","hardtimediff",-298.5125
643,"lo","lo","hardtimediff",2014.025
644,"hi","lo","hardtimediff",713.8875
645,"lo","lo","hardtimediff",319.8875
646,"lo","lo","hardtimediff",1022.4625
647,"hi","lo","hardtimediff",599.975
648,"hi","lo","hardtimediff",1699.125
649,"hi","hi","hardtimediff",592.25
650,"lo","lo","hardtimediff",1741.625
651,"lo","lo","hardtimediff",-170.1
652,"hi","lo","hardtimediff",520.025
653,"lo","hi","hardtimediff",821.725
654,"lo","hi","hardtimediff",1305.475
655,"lo","lo","hardtimediff",410.5625
